customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_tweet_id,brand_account,brand_created_at,brand_reply,brand_response_tweet_id
1028090,363293,Fri Oct 20 02:40:55 +0000 2017,"Señores @131749 necesito de su colaboración, tengo una Visa Gold y tuve un inconveniente con @1794 en un vuelo. ¡gracias!",1028091,askvisa,Mon Oct 23 00:07:56 +0000 2017,"@363293 Lamentamos lo sucedido Diego. Para reportar alguna practica de comerciantes que sientas que no sea correcta, te sugerimos (1/2)",
1028090,363293,Fri Oct 20 02:40:55 +0000 2017,"Señores @131749 necesito de su colaboración, tengo una Visa Gold y tuve un inconveniente con @1794 en un vuelo. ¡gracias!",1028089,askvisa,Mon Oct 23 00:07:57 +0000 2017,@363293 comunicarte con el banco emisor de tu tarjeta Visa. Ellos tienen acceso a las reglas y regulaciones apropiadas de Visa (2/2) CM,
1028093,363294,Mon Oct 23 00:17:13 +0000 2017,"@askvisa Hola, he llamado varias veces en los últimos días y cuando contestan se corta el llamado. Hice pruebas con teléfono fijo y celular",1028096,askvisa,Thu Oct 26 01:33:35 +0000 2017,@363294 Siento el inconveniente Eduardo. Si estás teniendo problemas marcando (1/2),
1028093,363294,Mon Oct 23 00:17:13 +0000 2017,"@askvisa Hola, he llamado varias veces en los últimos días y cuando contestan se corta el llamado. Hice pruebas con teléfono fijo y celular",1028095,askvisa,Thu Oct 26 01:33:36 +0000 2017,@363294 puedes llamarnos por cobros revertidos al +1-303-967-1096 y te atenderemos (2/2) JC,
1028094,363294,Thu Oct 19 21:35:51 +0000 2017,"@145211 tratando de ingresar a pagina visa signature, solo me dan errores, pedi cambio clave y no llega correo, llame telefono y me cortaron",1028092,askvisa,Mon Oct 23 00:07:26 +0000 2017,@363294 Lamento lo sucedido Eduardo. Para asistencia por favor llama a 1230-020-2136 y te conectaremos con el departamento apropiado. CM,1028093
1028098,363295,Mon Oct 23 00:07:06 +0000 2017,@askvisa Nunca me respondieron pero ya solucione él problema actual. Muchas gracias por al menos responder. Saludos.,1028100,askvisa,Wed Oct 25 21:38:01 +0000 2017,@363295 De nada! Estamos aquí para cualquier otra consulta. JC,
1028099,363295,Thu Oct 19 19:24:56 +0000 2017,"@145211 Hola, tengo Falabella VISA y siempre me da dolores de cabeza 🤦🏻‍♂️ Ahora estoy tratando de suscribirme a Netflix y me la rechaza...",1028097,askvisa,Mon Oct 23 00:06:00 +0000 2017,"@363295 Lamento lo sucedido. Por favor, dirige tu consulta a la institución financiera que emitió tu tarjeta Visa para asistencia. CM",1028098
1028102,363296,Thu Oct 19 14:03:59 +0000 2017,@131742 No tengo forma de usar visa con Mercadopago y no contestan nunca en el centro de atención...,1028101,askvisa,Mon Oct 23 00:06:00 +0000 2017,"@363296 Lamento lo sucedido. Por favor, comunicate directamente con la institución financiera que emitió tu tarjeta Visa. CM",
1038014,365555,Mon Oct 09 22:25:54 +0000 2017,imposible comunicarse con @131742 Argentina!! Más de 30 minutos y nada más dos intentos a la tarde. Malísimo servicio #LunesDeGanarSeguidores,1038013,askvisa,Thu Oct 12 20:44:00 +0000 2017,@365555 Siento lo ocurrido. Por favor intenta comunicarte con nuestros asesores en Argentina llamando a este número: 0810-666-3400. AS,
1068278,372093,Fri Oct 13 21:40:52 +0000 2017,@12229  On behalf of all consumers please correct your issues with your gift cards so people don't have to lose their hard earned money.,1068279,askvisa,Sat Oct 14 22:34:28 +0000 2017,@372093 I’m sorry to hear about this. All Visa Gift cards are issued &amp; managed by the financial institutions (the banks) (1/2),
1068278,372093,Fri Oct 13 21:40:52 +0000 2017,@12229  On behalf of all consumers please correct your issues with your gift cards so people don't have to lose their hard earned money.,1068276,askvisa,Sat Oct 14 22:34:28 +0000 2017,"@372093 For assistance with this matter, I suggest addressing you concerns to them as they manage the gift cards (2/2) AS",1068277
1068295,372098,Sat Oct 14 15:09:13 +0000 2017,@131742 libera o cartão da minha mãe logo,1068296,askvisa,Sat Oct 14 21:13:31 +0000 2017,"@372098 Lamento muito pelo occorido. Para liberar o cartão da sua mãe, recomendo entrar em contato diretamente com (1/2)",
